,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,"вул. Драгомирова, 14А",178000,111,3,Київ,"Печерський
                    ·",23,1604,0,0,0,0,0,0
,"вул. Коновальця Євгена, 34",380000,111,3,Київ,"Печерський
                    ·",13,3423,0,0,0,1,1,0
,вул. Зарічна,105000,46,1,Київ,"Дарницький
                    ·",20,2278,0,1,0,0,0,0
,"вул. Юнацька, 1",170000,71,2,Київ,"Голосіївський
                    ·",8,2394,0,1,0,1,0,0
,"просп. Берестейський(Перемоги), 139",81662,73,2,Київ,"Святошинський
                    ·",9,1117,0,0,0,0,0,0
,"бул. Кольцова, 14Б",150000,76,2,Київ,"Святошинський
                    ·",15,1974,0,0,1,1,0,0
,"вул. Коновальця Євгена, 32Б",300000,150,4,Київ,"Печерський
                    ·",13,2000,0,0,0,0,0,0
,"вул. Героїв Дніпра, 20",64000,53,2,Київ,"Оболонь
                    ·",4,1208,0,0,0,0,0,0
,"вул. Ділова, 2А",385000,54,2,Київ,"Печерський
                    ·",6,7130,0,0,0,0,1,0
,"вул. Івана Федорова, 2А",385000,52,2,Київ,"Печерський
                    ·",8,7404,0,0,0,0,1,0
,вул. Ділова,820000,228,5,Київ,"Печерський
                    ·",20,3596,0,0,0,0,1,0
,"вул. Михайла Бойчука, 41Б",395000,200,5,Київ,"Печерський
                    ·",25,1975,0,0,0,0,0,0
,"вул. Коновальця Євгена, 34А",175000,55,2,Київ,"Печерський
                    ·",18,3182,0,0,0,1,0,0
,"узвіз Кловський, 14/24",172000,88,3,Київ,"Печерський
                    ·",8,1955,0,0,0,1,0,0
,вул. Набережно-Рибальська,68000,43,1,Київ,"Оболонський
                    ·",19,1581,0,0,0,0,0,1
,"Залізничне шосе, 45А",105030,52,1,Київ,"Печерський
                    ·",16,2030,0,0,0,0,0,0
,"вул. Ревуцького, 40В",65000,43,1,Київ,"Дарницький
                    ·",11,1522,0,0,0,0,0,0
,"вул. Бульварно-Кудрявська, 21",415000,165,4,Київ,"Шевченківський
                    ·",9,2515,0,0,0,0,0,0
,вул. Михайла Бойчука,373000,155,4,Київ,"Печерський
                    ·",9,2406,0,0,0,0,0,0
,вул. Січових стрільців,280000,82,2,Київ,"Шевченківський
                    ·",16,3415,0,1,0,0,0,0
,"вул. Василя Тютюнника, 28А",320000,75,3,Київ,"Печерський
                    ·",11,4267,0,0,1,1,0,0
,"пров. Лабораторний, 7",380000,175,5,Київ,"Печерський
                    ·",23,2171,0,0,0,0,1,0
,"пров. Балтійський, 3",52000,26,1,Київ,"Оболонський
                    ·",25,2000,0,1,0,0,0,0
,"вул. Саперне Поле, 3",420000,87,2,Київ,"Печерський
                    ·",3,4850,0,0,0,0,0,0
,Тверський туп.,278000,100,3,Київ,"Печерський
                    ·",18,2780,0,0,0,0,1,0
,"пл. Лесі Українки, 7В",299000,84,2,Київ,"Печерський
                    ·",17,3560,0,0,0,0,1,0
,"наб. Дніпровська, 1",195000,82,2,Київ,"Дарницький
                    ·",19,2378,0,1,0,1,0,0
,вул. Академіка Заболотного,75000,41,1,Київ,Київ,1,1847,0,0,0,0,0,0
,"вул. Львівська, 15",58448,45,1,Київ,"Святошинський
                    ·",3,1300,0,0,0,0,0,0
,"вул. Левка Лук'яненка, 33/35",87000,73,3,Київ,"Оболонь
                    ·",4,1193,0,0,0,0,0,1
,"вул. Драгомирова, 16",300000,95,3,Київ,Київ,5,3158,0,0,1,0,1,0
,"вул. Ревуцького, 40Г",110000,71,2,Київ,"Дарницький
                    ·",2,1549,0,0,0,0,0,0
,"вул. Набережно-Рибальська, 3",257000,71,3,Київ,"Подільський
                    ·",4,3620,0,0,0,0,0,0
,"вул. Зарічна, 6 корпус 4",145000,75,3,Київ,"Дарницький
                    ·",7,1933,0,0,0,0,0,0
,"просп. Повітрофлотський, 56",105340,78,2,Київ,"Солом'янський
                    ·",4,1352,0,0,0,0,0,0
,"вул. Драгомирова, 2",165000,90,3,Київ,"Печерський
                    ·",4,1833,0,0,0,1,0,0
,просп. Володимира Івасюка,485000,160,4,Київ,"Оболонський
                    ·",8,3031,0,1,0,0,0,0
,"вул. Кропивницького, 10",750000,247,4,Київ,"Печерський
                    ·",7,3036,0,0,0,1,0,0
,"просп. Миколи Бажана, 1А",216000,63,1,Київ,"Дарницький
                    ·",21,3429,0,1,0,0,0,0
,"просп. Голосіївський(40-річчя Жовтня), 60",540000,150,4,Київ,"Голосіївський
                    ·",22,3600,0,1,0,0,0,0
,"пров. Новопечерський, 5",88634,36,1,Київ,"Печерський
                    ·",12,2435,0,0,0,0,0,0
,"просп. Берестейський(Перемоги), 42А",149000,59,1,Київ,"Шевченківський
                    ·",5,2525,0,0,0,0,0,0
,"вул. Академіка Туполєва, 9",48000,45,2,Київ,"Святошинський
                    ·",2,1067,0,0,0,0,0,0
,"вул. Лугова (Жуляни), 2Г",53600,53,2,Київ,"Солом'янський
                    ·",6,1011,0,0,0,0,0,0
,"вул. Бакинська, 37Д",99000,54,1,Київ,"Шевченківський
                    ·",26,1833,0,1,0,0,1,0
,"вул. Юності, 8А",175000,98,3,Київ,"Дніпровський
                    ·",8,1786,1,0,0,0,0,0
,вул. Іоанна Павла II(Патріса Лумумби),3400000,400,6,Київ,"Печерський
                    ·",30,8500,0,0,0,0,0,0
,"просп. Василя Порика, 18",64500,70,3,Київ,"Виноградар
                    ·",6,921,0,0,0,1,0,0
,наб. Дніпровська,205000,128,3,Київ,"Дарницький
                    ·",14,1602,0,0,0,0,0,0
,"вул. Тетяни Яблонської, 6",150000,89,3,Київ,"Солом'янка
                    ·",5,1684,0,0,0,1,0,0
,"вул. Велика Васильківська, 102-У/ул.",178262,52,1,Київ,"Голосіївський
                    ·",8,3400,0,0,0,0,0,0
,"вул. Рибальська, 8",73000,47,1,Київ,"Печерський
                    ·",3,1543,0,0,0,0,1,0
,вул. Жулянська,40000,37,1,Київ,"Голосіївський
                    ·",5,1081,0,0,1,0,0,0
,вул. Приміська,51000,34,1,Київ,"Теремки-1
                    ·",24,1522,0,0,0,0,0,0
,"вул. Михайла Бойчука, 6А",70000,43,2,Київ,"Печерський
                    ·",5,1628,0,0,0,0,0,0
,"пров. Макіївський, 10Б",185000,138,4,Київ,"Вишгородський Масив
                    ·",10,1341,0,0,0,0,0,0
,вул. Драгоманова,122000,80,2,Київ,"Дарницький
                    ·",19,1521,0,0,0,1,0,0
,"вул. Максимовича, 32А",115000,100,3,Київ,"Голосіївський
                    ·",7,1150,0,0,0,0,0,0
,"вул. Миколи Кибальчича, 5Б",55000,55,2,Київ,"Дніпровський
                    ·",1,1000,0,0,1,0,0,0
,"вул. Миколи Лаврухіна, 7А",62000,79,3,Київ,"Троєщина
                    ·",10,785,0,0,0,0,0,0
,вул. Юрія Шумського,134000,69,2,Київ,"Березняки
                    ·",16,1939,0,0,0,0,0,0
,"наб. Дніпровська, 26",109000,81,2,Київ,"Дарницький
                    ·",4,1346,0,0,0,0,0,0
,"просп. Лобановського, 150",219000,96,2,Київ,"Голосіївський
                    ·",4,2281,1,0,0,0,0,0
,"вул. Драгоманова, 40З",118823,76,3,Київ,"Дарницький
                    ·",23,1548,0,0,0,0,0,0
,"вул. Мала Житомирська, 20Г",126000,45,2,Київ,"Шевченківський
                    ·",3,2800,0,0,0,1,1,0
,"вул. Тетерівська(Іртишська), 20",51000,34,1,Київ,"Саперна Слобідка
                    ·",2,1500,0,0,0,0,0,0
,"вул. Сирецька, 52",40000,52,2,Київ,"Подільський
                    ·",2,769,0,0,1,0,0,0
,"вул. Маккейна Джона, 35Б",61000,44,2,Київ,"Печерськ
                    ·",1,1386,0,0,0,1,1,0
,"вул. Добрий Шлях, 5А",75000,58,3,Київ,"Голосіївський
                    ·",4,1293,0,0,0,0,0,0
,вул. Миколи Гулака,72500,68,2,Київ,"Мінський Масив
                    ·",9,1063,0,0,1,0,0,0
,"пров. Лукʼянівський, 2А",402535,152,3,Київ,"Шевченківський
                    ·",3,2650,0,0,1,0,1,0
,"бул. Ярослава Гашека, 20",45000,40,1,Київ,"Дніпровський
                    ·",14,1098,1,1,0,0,0,0
,"вул. Героїв Севастополя, 15",62500,53,2,Київ,"Солом'янський
                    ·",2,1173,0,0,1,0,0,0
,"вул. Зодчих, 44",38500,36,1,Київ,"Святошинський
                    ·",10,1069,0,0,0,0,0,0
,"вул. Коновальця Євгена, 35",86000,49,2,Київ,"Черепанова гора
                    ·",6,1755,0,0,0,0,1,0
,"вул. Миколи Закревського, 31",56000,72,3,Київ,"Деснянський
                    ·",2,780,0,0,1,0,0,0
,"вул. Кам'янська, 125 г",45000,32,1,Київ,"Дарницький
                    ·",5,1406,0,0,0,0,0,0
,вул. Левітана,47000,28,1,Київ,"Голосіївський
                    ·",1,1679,0,0,1,0,0,0
,вул. Ломоносова,88000,51,2,Київ,"Голосіївський
                    ·",7,1732,0,0,1,0,0,0
,"вул. Парково-Сирецька, 15А",125000,75,3,Київ,"Шевченківський
                    ·",4,1667,1,0,0,0,0,0
,вул. Причальна,138500,71,2,Київ,"Дарницький
                    ·",18,1951,0,1,0,0,0,0
,вул. Сергія Данченка,62000,49,1,Київ,"Подільський
                    ·",7,1270,0,0,1,1,0,0
,"вул. Звіринецька, 63А",89000,52,2,Київ,"Печерський
                    ·",3,1712,0,0,1,0,0,0
,вул. Теремківська,86000,51,2,Київ,"Голосіївський
                    ·",4,1686,0,0,0,1,0,0
,вул. Верховинна,90000,73,3,Київ,"Святошинський
                    ·",12,1230,0,0,0,1,0,0
,вул. Дмитра Луценка,55000,29,1,Київ,"Голосіївський
                    ·",3,1897,0,0,1,1,0,0
,вул. Михайла Донця,75000,45,1,Київ,"Солом'янський
                    ·",19,1667,0,0,0,0,0,0
,"просп. Берестейський(Перемоги), 9/47",55000,45,2,Київ,"Шевченківський
                    ·",4,1222,1,0,0,0,1,0
,"вул. Празька, 22",55000,58,3,Київ,"Дніпровський
                    ·",5,955,0,0,1,0,0,0
,"просп. Академіка Глушкова, 5А",60000,34,1,Київ,"Голосіївський
                    ·",1,1783,0,0,1,0,0,0
,"Харківське шосе, 18",56000,43,2,Київ,"Дніпровський
                    ·",5,1302,1,0,0,0,0,0
,"вул. Гмирі Боиса, 2",190000,96,3,Київ,"Дарницький
                    ·",8,1979,0,0,1,0,0,0
