,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
165,"вул. Квітова, 26",350000,166,6,Львів,"Шевченківський
                    ·",4,2108,0,0,0,0,1,0,"вул. Квітова, 26, Львів, Україна",49.8585792,24.02964918061827
166,"просп. Червоної Калини, 58",115000,73,2,Львів,"Сихівський
                    ·",9,1571,0,0,1,0,0,0,"просп. Червоної Калини, 58, Львів, Україна",49.7936302,24.0531321
167,"вул. Лінкольна Авраама, 6",150000,87,3,Львів,"Шевченківський
                    ·",1,1734,0,0,0,0,0,0,"вул. Лінкольна Авраама, 6, Львів, Україна",49.8642976,24.028715064513555
168,вул. Бандери Степана,550907,117,4,Львів,"Галицький
                    ·",3,4664,0,0,0,0,0,0,"вул. Бандери Степана, Львів, Україна",49.8347013,24.0167336
169,"вул. Величковського, 44",62500,68,3,Львів,"Рясне 2
                    ·",8,919,0,0,0,0,0,0,"вул. Величковського, 44, Львів, Україна",49.8766909,23.932662823511315
170,вул. Чупринки Генерала,169500,110,3,Львів,"Франківський
                    ·",2,1538,0,0,0,0,0,0,"вул. Чупринки Генерала, Львів, Україна",49.8259207,24.0020612
171,"вул. Наукова, 12",70000,65,3,Львів,"Наукова
                    ·",7,1077,0,0,0,0,0,0,"вул. Наукова, 12, Львів, Україна",49.8038773,24.0027833
172,вул. Кирила і Мефодія,110000,90,3,Львів,"Галицький
                    ·",3,1222,0,0,0,0,0,0,"вул. Кирила і Мефодія, Львів, Україна",49.8315905,24.0300798
173,вул. Князя Романа,308750,114,3,Львів,"Галицький
                    ·",3,2711,0,1,0,0,0,0,"вул. Князя Романа, Львів, Україна",49.8369318,24.0335886
174,"вул. Драгомирова, 17",480000,155,4,Київ,"Печерський
                    ·",13,3097,0,0,0,0,0,0,"вул. Драгомирова, 17, Київ, Україна",50.408447499999994,30.543841215761205
175,"пров. Кучмин Яр(Краснодонський), 4",158650,95,2,Київ,"Солом'янський
                    ·",2,1670,0,0,1,0,0,1,"пров. Кучмин Яр(Краснодонський), 4, Київ, Україна",50.4307164,30.4899173
176,"вул. Драгомирова, 14",330000,85,3,Київ,"Печерський
                    ·",8,3882,0,0,0,0,1,0,"вул. Драгомирова, 14, Київ, Україна",50.4120736,30.5457386
177,"вул. Драгомирова, 17Б",375000,116,3,Київ,"Печерський
                    ·",14,3233,0,0,0,0,0,0,"вул. Драгомирова, 17Б, Київ, Україна",50.407801500000005,30.544693165700124
178,"пров. Лисогірський, 20",42341,36,1,Київ,"Голосіївський
                    ·",16,1185,0,0,0,0,0,0,"пров. Лисогірський, 20, Київ, Україна",50.3886392,30.548279605046005
179,"вул. Драгомирова, 1-20А",295000,126,3,Київ,"Печерський
                    ·",9,2341,0,0,0,0,1,0,"вул. Драгомирова, 1-20А, Київ, Україна",50.4093463,30.5452134
180,"вул. Драгомирова, 5",270000,84,2,Київ,"Печерський
                    ·",4,3214,0,0,0,0,0,0,"вул. Драгомирова, 5, Київ, Україна",50.4118567,30.546824918543308
181,"вул. Драгомирова, 15Б",480000,155,4,Київ,"Печерський
                    ·",8,3097,0,0,0,0,0,0,"вул. Драгомирова, 15Б, Київ, Україна",50.4078681,30.545549319671544
182,"вул. Драгомирова, 19Б",177000,55,1,Київ,"Печерський
                    ·",10,3218,0,0,0,0,0,0,"вул. Драгомирова, 19Б, Київ, Україна",50.4071267,30.543868521691973
183,"вул. Драгомирова, 17В",390000,100,3,Київ,"Печерський
                    ·",8,3900,0,0,0,0,0,0,"вул. Драгомирова, 17В, Київ, Україна",50.407382549999994,30.5449977034743
184,вул. Драгомирова,970000,250,5,Київ,"Печерськ
                    ·",18,3880,0,0,0,0,0,0,"вул. Драгомирова, Київ, Україна",50.4093463,30.5452134
185,"вул. Антоновича, 109",299000,100,3,Київ,"Печерськ
                    ·",17,2990,0,0,0,1,1,0,"вул. Антоновича, 109, Київ, Україна",50.422797599999996,30.517237126377168
186,"вул. Миколи Матеюка, 5А",58800,50,1,Київ,"Биківня
                    ·",8,1225,0,0,0,1,0,0,"вул. Миколи Матеюка, 5А, Київ, Україна",50.47002945,30.635417893973504
187,"вул. Дмитра Луценка, 6",105000,70,2,Київ,"Голосіївський
                    ·",3,1500,1,0,0,0,0,0,"вул. Дмитра Луценка, 6, Київ, Україна",50.3865495,30.4487041
188,"вул. Деревлянська(Якіра), 8",200000,156,4,Київ,"Шевченківський
                    ·",4,1282,0,0,0,0,0,0,"вул. Деревлянська(Якіра), 8, Київ, Україна",50.4644597,30.4680925
189,"вул. Михайла Бойчука, 30А",43700,32,1,Київ,"Печерський
                    ·",4,1366,1,0,0,0,0,0,"вул. Михайла Бойчука, 30А, Київ, Україна",50.40952095,30.54929047513912
190,просп. Берестейський(Перемоги),108000,52,1,Київ,"Шевченківський
                    ·",15,2077,0,0,0,0,0,0,"просп. Берестейський(Перемоги), Київ, Україна",50.4590158,30.4106686
191,вул. Василя Тютюнника,300000,113,3,Київ,"Печерський
                    ·",5,3000,0,0,0,0,0,0,"вул. Василя Тютюнника, Київ, Україна",50.4262655,30.5223642
192,вул. Олександра Олеся,94900,43,1,Київ,"Подільський
                    ·",19,2207,0,0,1,0,0,0,"вул. Олександра Олеся, Київ, Україна",50.4998855,30.4241092
193,"вул. Маршала Якубовського, 11",70000,47,2,Київ,"Голосіївський
                    ·",15,1480,0,0,0,0,0,0,"вул. Маршала Якубовського, 11, Київ, Україна",50.3788618,30.4573472
194,"вул. Авіаконструктора Антонова, 2Б",395000,111,3,Київ,"Солом'янський
                    ·",3,3559,0,0,0,0,0,0,"вул. Авіаконструктора Антонова, 2Б, Київ, Україна",50.4303156,30.463546764734616
195,"просп. Оболонський, 36Д",190000,134,4,Київ,"Оболонський
                    ·",22,1420,0,0,0,0,0,0,"просп. Оболонський, 36Д, Київ, Україна",50.5190457,30.5028697
196,"вул. Драгомирова, 9",850000,150,2,Київ,"Печерський
                    ·",30,5667,0,0,0,0,0,0,"вул. Драгомирова, 9, Київ, Україна",50.4098705,30.5465844
197,"вул. Лейпцизька, 13А",400000,140,4,Київ,"Печерський
                    ·",2,2857,0,0,1,0,1,0,"вул. Лейпцизька, 13А, Київ, Україна",50.43126235,30.549500084913063
198,"вул. Самійла Кішки(Маршала Конєва), 12А",175000,70,2,Київ,"Голосіїв
                    ·",10,2500,0,0,0,0,0,0,"вул. Самійла Кішки(Маршала Конєва), 12А, Київ, Україна",50.3819487,30.4603744
199,"просп. Леся Курбаса, 7Б",125000,85,2,Київ,"Святошинський
                    ·",17,1471,0,0,0,0,0,0,"просп. Леся Курбаса, 7Б, Київ, Україна",50.42611115,30.381891187567618
200,"бул. Кольцова, 14Ж",115000,82,1,Київ,"Святошинський
                    ·",4,1406,0,0,0,0,0,0,"бул. Кольцова, 14Ж, Київ, Україна",50.4180809,30.3863177
201,"вул. Майкопська, 1А",115000,97,4,Київ,"Деміївка
                    ·",4,1186,0,0,0,0,0,0,"вул. Майкопська, 1А, Київ, Україна",50.4033935,30.501539631061593
202,"вул. Депутатська, 23А",105000,57,2,Київ,"Святошин
                    ·",8,1858,0,0,1,0,0,0,"вул. Депутатська, 23А, Київ, Україна",50.45833725,30.375845222605683
203,"вул. Максимовича, 26Г",133000,62,2,Київ,"Голосіївський
                    ·",13,2156,0,0,1,0,0,1,"вул. Максимовича, 26Г, Київ, Україна",50.394338250000004,30.472875056493507
204,"вул. Максимовича, 24Б",96000,39,1,Київ,Київ,6,2481,0,1,1,0,0,1,"вул. Максимовича, 24Б, Київ, Україна",50.3932003,30.4742151
205,"вул. Ушинського, 26",44000,33,1,Київ,"Солом'янський
                    ·",5,1333,0,0,1,1,0,0,"вул. Ушинського, 26, Київ, Україна",50.4301737,30.44576222262598
206,"вул. Михайла Донця, 2Б",137500,67,2,Київ,Київ,6,2052,0,1,1,0,0,0,"вул. Михайла Донця, 2Б, Київ, Україна",50.436505350000004,30.429761706064212
208,"вул. Ігоря Турчина, 13",53000,45,2,Київ,"Нивки
                    ·",2,1191,0,0,0,0,0,0,"вул. Ігоря Турчина, 13, Київ, Україна",50.48091015,30.3979036
209,"вул. Михайла Донця, 14А",52000,44,2,Київ,"Солом'янський
                    ·",3,1195,0,0,1,0,0,0,"вул. Михайла Донця, 14А, Київ, Україна",50.4283097,30.424439900000003
210,"вул. Каштанова, 5",63000,54,2,Київ,"Троєщина
                    ·",6,1167,0,1,0,0,0,0,"вул. Каштанова, 5, Київ, Україна",50.500884150000005,30.58425080051982
211,"вул. Буслівська, 12",335000,119,3,Київ,"Звіринець
                    ·",2,2827,0,0,0,0,1,0,"вул. Буслівська, 12, Київ, Україна",50.4073722,30.55618171990689
213,"вул. Олександра Довженка, 14/1",115000,71,2,Київ,"Шевченківський
                    ·",5,1615,0,0,0,0,0,0,"вул. Олександра Довженка, 14/1, Київ, Україна",50.4603818,30.4478169
214,"вул. Лятошинського, 14Б",78000,62,3,Київ,"Голосіївський
                    ·",3,1250,0,0,0,1,0,0,"вул. Лятошинського, 14Б, Київ, Україна",50.378564,30.4512119
